N_CLIENT,N_POLICE,N_SINISTRE,DATE_ACCIDENT,AGENCE,REGLEMENTS,SAP,TRANSACTION
1569326,1401757074,758037584,2026-06-27,Ain Zaghouan,0.0,1545.7383992333139,N
1389990,1415555574,758037585,2026-05-21,Ariana,170.03122391566453,0.0,N
1207940,1415553332,758032193,2026-06-22,Sousse 2,0.0,944.1357776609887,N
1757214,1414089536,758032194,2026-06-28,Sfax 3,111.2931647447986,0.0,N
934134,1414178160,758032195,2025-08-05,Ghardimaou,598.1661359631496,81.95875969950846,N
14141206,1415559346,758032196,2026-06-16,Grombalia,126.3177419853464,0.0,N
1331320,1401759138,758032199,2026-06-26,Jendouba,120.56759514019848,0.0,N
14155934,1415467532,758032201,2026-06-27,Zarzis 1,724.6724580332025,0.0,N
14155934,1415467532,758032201,2026-06-27,Zarzis 1,4806.497356787338,0.0,N
933594,1414180098,758032202,2025-10-05,Soukra,5819.25526323925,335.875042507806,N
1481790,1400081790,758032203,2026-06-27,La Marsa,0.0,463.72151976999413,N
1728994,1415413338,758032204,2026-06-26,Djerba 2,129.19065137416143,0.0,T
1813532,1415554692,758032207,2026-04-17,Testour,17901.17445203574,0.8353170309456828,N
1478114,1401580194,758032209,2026-06-27,Mahdia,308.19272266361645,0.0,N
1594672,1401395738,758032210,2026-06-19,Bizerte,103.60249791325316,0.0,T
1535966,1401539134,758032211,2026-06-27,Gabès 3,97.38121000401893,0.0,N
1531340,1401679580,758032214,2026-06-23,Teboulba,60.43837141002257,0.0,N
1798670,1414169694,758032217,2026-06-27,Djerba 1,250.40962067579684,0.0,N
1087354,1401521414,758032758,2026-06-28,Bizerte,134.1082635174823,0.0,N
1790708,1414155548,758032223,2026-06-17,L'Aouina,185.48860790799765,0.0,N
1567276,1401773112,758032229,2026-06-23,Nabeul 2,94.90833771292547,0.0,N
1333338,1401533338,758032231,2026-06-28,Gabès 4,123.65907193866511,0.0,N
1353514,1401549512,758032234,2026-06-28,El Jem,61.644047361424555,0.0,N
1673146,1401915958,758032239,2026-06-10,Kairouan 2,132.933502334065,0.0,N
1415818,1401320792,758032242,2026-06-20,Ariana,537.7166352366526,0.0,T
1738730,1414126934,758032244,2026-06-28,Soliman,56.720561412186605,0.0,N
1535154,1401689114,758032245,2026-04-15,Zarzis 1,2905.739944971713,0.0,N
14008914,1415416932,758032254,2025-11-20,Zarzis 1,1336.054966457477,0.0,N
1368758,1401568758,758032257,2026-06-28,Ghardimaou,111.1540482888676,0.0,N
789210,1401392928,758032258,2026-06-24,Ghardimaou,111.2931647447986,0.0,N
1336920,1401192152,758032259,2026-06-27,Ezzahrouni,50.77936130089344,0.0,N
1152014,1400796712,758032261,2026-06-20,Lac II,631.0430642718027,0.0,N
1708720,1401998678,758032263,2026-05-28,Mahdia,846.5845364330542,0.0,N
1347554,1401580660,758032272,2026-06-28,Ennasr,99.39870776269825,0.0,N
1195348,1401536950,758032274,2026-06-24,Sousse 2,434.3800043280675,0.0,N
1338952,1415413866,758032276,2026-06-21,Medjez El Bab,1260.6464277985594,0.0,N
1133354,1401369356,758032283,2026-06-28,Ariana,97.38151915169877,0.0,N
14018940,1415554940,758032287,2026-06-29,Bardo,933.1261013386095,0.0,N
1179530,1414169334,758032290,2026-06-29,Soukra,2342.0576869570596,0.0,N
1010120,1400767806,758032292,2026-06-29,Chebba,57.69468575138344,0.0,N
1215186,1414086088,758032294,2026-06-27,Béja,83.46987355859895,0.0,N
1193526,1414086780,758032296,2026-06-27,Zarzis 1,53.87176554239961,0.0,N
1707588,1414081514,758032298,2026-06-28,Soliman,72.33684731196092,0.0,N
1286976,1415533510,758032299,2026-06-28,L'Aouina,168.23785822487403,0.0,N
1807136,1414193556,758032300,2026-06-28,Gabès 1,50.08192413515937,0.0,N
1786012,1414146872,758032303,2026-06-29,El Ouerdia,141.70958666955207,0.0,N
1753172,1414095288,758032304,2026-06-28,Mahdia,64.1227934584351,0.0,N
1715554,1414195294,758032306,2026-06-28,El Jem,91.28821838192106,0.0,N
1271566,1401135932,758032308,2026-06-28,Sousse 3,2334.9812965653696,0.0,N
1792746,1414153314,758032310,2026-06-29,Ain Zaghouan,80.82635174823014,0.0,N
14121592,1415475936,758032311,2026-06-27,Gabès 4,75.8598942714935,0.0,N
1367176,1401393752,758032313,2026-06-28,Bizerte,111.2931647447986,0.0,N
14015954,1415407800,758032320,2026-06-25,Sfax 4,83.46987355859895,0.0,N
893538,1414073516,758032322,2026-06-29,L'Aouina,262.77552786966334,0.0,N
949312,1400695532,758032325,2026-06-29,Medjez El Bab,38.57853896806505,0.0,N
1709580,1401998088,758032328,2026-06-28,Soliman,73.87362042847869,0.0,N
1813872,1414195130,758032333,2025-11-15,Mahdia,4962.079945590009,319.7081645902248,N
1541746,1401697732,758032334,2026-06-28,Zarzis 1,139.11645593099826,0.0,N
1567212,1401753672,758032337,2026-02-17,Ghardimaou,4372.325099700127,16.026215723251,N
1533494,1401557496,758032340,2025-12-12,Lac II,2017.9367483847034,0.0,N
1759534,1414093132,758032343,2026-06-28,Nabeul 2,110.9175503137849,0.0,N
771990,1414129488,758032345,2026-06-29,Gabès 2,160.28967137601634,0.0,N
1753346,1414179968,758032347,2026-06-29,Testour,664.9380158901907,0.0,T
997286,1401348132,758032353,2026-02-02,El Menzah,3485.2743685658643,63.74099607382447,N
1309520,1401509520,758032363,2026-06-28,Sousse 2,111.2931647447986,0.0,N
1715532,1401986956,758032366,2026-06-24,Soliman,128.76000865613506,0.0,T
1526090,1414147558,758032367,2026-02-20,Grombalia,1414.0739481250193,28.398924166074135,N
1295520,1401393096,758032370,2026-05-28,Lac II,1508.6406776517142,0.0,N
1753972,1414194732,758032374,2026-06-29,Moknine,139.11645593099826,0.0,N
1815378,1414177314,758032376,2026-06-28,Sousse 2,0.0,463.72151976999413,N
1306992,1401367348,758032382,2026-06-26,Bizerte,55.6465823723993,0.0,N
1528160,1400128160,758032384,2026-06-21,Bizerte,345.00077286919964,0.0,N
1075214,1401541352,758032399,2026-06-29,Bizerte,91.81686091445884,0.0,N
1590072,1400739060,758032402,2026-06-23,La Goulette,0.0,5255.510557393267,N
1695720,1401975368,758032404,2026-06-30,Bizerte,222.5863294895972,0.0,N
1157606,1400815978,758032405,2026-06-30,Djerba 1,19.476612978019602,0.0,N
1759530,1414095414,758032415,2026-06-27,Grombalia,111.2931647447986,0.0,N
1529490,1401526712,758032417,2026-06-22,Bizerte,2612.792530992055,0.0,N
1693186,1414091510,758032418,2026-06-30,El Jem,66.91501530281016,0.0,N
1553610,1415555466,758032419,2026-06-29,Djerba 2,71.4223884749745,0.0,N
1381200,1414128190,758032421,2026-06-28,Sousse 2,2007.4928123164436,0.0,N
1712948,1401991532,758032428,2025-10-24,Chebba,7604.439051534919,51.53893715027669,T
1574018,1414161352,758032435,2026-06-26,Djerba 2,104.39917148421802,0.0,N
1212170,1401412170,758032441,2026-06-28,El Jem,2171.81531517606,0.0,N
1608972,1401813954,758032443,2026-06-30,Soukra,0.0,618.2953596933255,N
1781574,1415548932,758032444,2026-05-31,Djerba 1,122.3220082233283,0.0,N
1341932,1401541932,758032450,2026-06-30,Djerba 2,26.92181655176678,0.0,N
970700,1415533350,758032453,2026-06-30,Boussalem,312.25461402912174,0.0,N
1353296,1401949614,758032457,2026-06-27,Boussalem,111.2931647447986,0.0,N
1309938,1414127674,758032460,2026-06-27,Grombalia,111.2931647447986,0.0,N
1594072,1401786932,758032467,2026-06-29,Sfax 4,250.40962067579684,0.0,N
14120938,1415474866,758032469,2026-06-29,Jendouba,51.52317061860451,0.0,N
1607320,1401809214,758032472,2026-06-30,Béja II,104.00377160169414,0.0,N
1268134,1415535546,758032473,2026-06-29,La Goulette,193.83559526385756,0.0,N
890936,1401739418,758032474,2026-06-30,Gabès 3,80.82697004358982,0.0,N
1358934,1401373526,758032477,2026-06-29,Djerba 2,850.1561195783227,0.0,N
1159018,1400813818,758032481,2026-06-30,La Marsa,108.30741645283953,0.0,N
1735540,1401895280,758032485,2026-06-29,Sfax 5,48.103688131820576,0.0,N
1596754,1400196754,758032488,2026-06-30,La Marsa,55.6465823723993,0.0,N
1312730,1401512730,758032489,2026-06-30,El Jem,60.96052184128359,0.0,N
795586,1401998878,758032495,2026-07-01,Sousse 3,10.895291680835935,0.0,N
1779940,1414134774,758032496,2026-07-02,Zarzis 1,26.754876804649584,0.0,N
1468132,1400068132,758032500,2026-06-30,Lac II,111.2931647447986,0.0,N
1795788,1414154734,758032503,2026-07-03,Jendouba,25.59711874362383,0.0,N
1515198,1400931070,758032507,2026-07-02,Bizerte,97.38121000401893,0.0,N
1732772,1401893472,758032508,2026-07-01,Soliman,97.38151915169877,0.0,N
1333576,1401941592,758032510,2026-07-03,Sousse 3,143.40371595511178,0.0,N
1721750,1415469092,758032516,2026-07-02,Nabeul 2,36.17027854205954,0.0,N
1569154,1401752818,758032517,2026-07-02,Béja II,23.649797508269703,0.0,N
1472132,1401674146,758032518,2026-07-03,Zarzis 1,278.2329118619965,0.0,N
1087618,1401332912,758032521,2026-07-02,Zarzis 1,80.82697004358982,0.0,N
1340712,1401333774,758032525,2026-07-03,Chebba,57.03774693170928,0.0,N
1494890,1401792706,758032527,2026-07-02,Bizerte,56.740965159056486,0.0,N
1526794,1414187906,758032528,2026-07-03,Sousse 3,448.0480415494482,0.0,N
14146134,1415528994,758032530,2026-07-02,Gabès 2,100.22784184004699,0.0,N
1121010,1414192946,758032531,2026-07-02,Ain Zaghouan,66.77589884687916,0.0,N
1121478,1400935474,758032533,2026-06-30,La Goulette,111.2931647447986,0.0,N
1291548,1401932152,758032535,2026-07-02,Lac II,91.81686091445884,0.0,N
1728180,1401895556,758032540,2026-06-29,Mahdia,61.829535969332554,0.0,N
1808608,1414193536,758032541,2026-07-01,Chebba,70.23155161220515,0.0,N
1598198,1401795460,758032544,2026-07-02,Bizerte,54.338578538968065,0.0,N
1799818,1414171590,758032549,2026-06-22,Raoued,3763.0720004946365,0.0,N
14011552,1415541498,758032552,2025-11-29,Mahdia,4451.55439453427,9.81018332457415,N
1726714,1401880752,758032553,2026-07-02,Hammamet 2,111.2931647447986,0.0,N
1489318,1401599110,758032560,2026-07-02,Kelibia,110.62509660864995,0.0,N
1593170,1400933692,758032573,2026-07-03,Moknine,131.37632547067736,0.0,N
1514996,1401315116,758032576,2026-07-03,Jendouba,64.92132191547903,0.0,N
1611136,1414146106,758032577,2026-07-03,Ennasr,87.3651343246669,0.0,N
1577554,1400177554,758032590,2026-02-01,Mutuelleville,16709.590997619565,0.0,N
1717920,1414016740,758032592,2026-07-03,Sfax 5,38.230438680557704,0.0,N
1140754,1401975356,758032595,2026-06-30,El Jem,111.2931647447986,0.0,N
1807136,1414193556,758032598,2026-07-01,Gabès 1,0.0,536.2166506940366,N
1807136,1414193556,758032598,2026-07-01,Gabès 1,293.95925433579623,0.0,N
907712,1400733710,758032600,2026-07-01,Bizerte,173.12270071413116,0.0,N
1755812,1401860758,758032603,2026-07-01,Grombalia,278.2329118619965,0.0,N
1809816,1414187270,758032604,2026-06-30,El Jem,111.2931647447986,0.0,N
14013878,1415546094,758032606,2026-07-01,Sfax 2,97.38121000401893,0.0,N
1555752,1401479932,758032609,2026-07-02,Ain Zaghouan,38.95260766067951,0.0,N
14009276,1415417600,758032610,2026-07-02,El Jem,120.55801156212323,0.0,N
1337594,1414013508,758032611,2026-07-03,Bizerte,111.2931647447986,0.0,N
1093956,1401714974,758032612,2026-06-23,Lac II,373.4386496429345,0.0,N
1619916,1401953296,758032615,2026-07-01,Djerba 2,123.65907193866511,0.0,N
1273266,1401198112,758032616,2026-07-01,La Marsa,64.92101276779918,0.0,N
772094,1401980956,758032618,2026-07-03,Soukra,105.65863913191332,0.0,N
1589176,1414134720,758032619,2026-07-03,Gabès 1,76.51405076204904,0.0,N
1160128,1401006150,758032625,2026-04-02,Ghardimaou,17226.343401242775,854.1586545892974,N
1521350,1401739330,758032633,2026-01-17,Ghardimaou,3165.018085139271,396.36318669428385,N
934954,1401359892,758032639,2026-01-03,Djerba 2,6361.307385538072,285.36773116517764,N
1395400,1401018928,758032640,2026-06-30,Zarzis 1,231.24246452530375,0.0,N
1339332,1415415550,758032645,2026-06-22,Bizerte,694.7720035861131,0.0,N
1547552,1401713392,758032648,2026-07-01,Teboulba,202.5850928988778,0.0,N
1691866,1401967340,758032649,2026-04-24,Gabès 4,190.19692707206232,0.0,N
1691866,1401967340,758032654,2026-07-03,Gabès 4,72.45246854422358,0.0,N
1333512,1414091328,758032656,2026-06-29,Ennasr,70.3564472748632,0.0,N
747206,1414127480,758032659,2026-07-01,El Menzah,105.56156676044147,0.0,N
975952,1400712938,758032661,2026-07-02,El Menzah,55.57393266763533,0.0,N
1541576,1401476186,758032665,2026-07-03,Sousse 3,32.526663987386776,0.0,N
1536746,1400136746,758032668,2026-07-03,Bizerte,96.51899712492659,0.0,N
1314754,1401931514,758032674,2026-07-04,Ennasr,54.300553374346926,0.0,N
1472174,1401569468,758032677,2026-07-03,Sousse 3,0.0,111.2931647447986,N
1340668,1414137616,758032678,2026-07-04,Mutuelleville,73.87331128079884,0.0,N
1077206,1414177778,758032682,2026-07-04,Jendouba,747.9982687729929,0.0,N
1356676,1414091158,758032684,2026-07-04,Jendouba,52.86425325377933,0.0,N
1356172,1401329386,758032686,2026-07-04,Jendouba,104.52313970383653,0.0,N
1717996,1414016772,758032688,2026-07-02,Ariana,47.18150060283798,0.0,N
14007276,1415413534,758032689,2026-04-11,Raoued,18392.154450180853,911.9856555476551,N
1351792,1401359932,758032694,2026-07-03,Bizerte,111.2931647447986,0.0,N
1307548,1401507548,758032700,2026-07-03,Bizerte,32.12168052678765,0.0,N
1721546,1401871594,758032701,2026-06-30,Djerba 2,0.0,463.72151976999413,N
927574,1401694912,758032705,2026-07-04,Mutuelleville,111.2931647447986,0.0,N
1769358,1414115558,758032708,2025-10-17,Gabès 2,3128.7408414999845,1044.7528364299626,N
1307330,1401279334,758032714,2026-07-03,Djerba 1,89.78699724858565,0.0,N
1811280,1414189352,758032715,2026-06-06,Sousse 3,463.72151976999413,0.0,N
14150152,1415537558,758032722,2026-07-03,Bardo,387.94571366741894,0.0,N
1133348,1415536732,758032724,2026-07-03,Jendouba,74.15679970321823,0.0,N
1599574,1415552672,758032726,2026-07-04,Grombalia,0.0,463.72151976999413,N
14155214,1415473190,758032728,2026-07-01,Bizerte,0.0,463.72151976999413,N
1748794,1414075730,758032738,2026-07-02,Sfax 4,65.92728846570007,0.0,N
1806754,1414195926,758032743,2026-06-24,Bizerte,352.25677806288064,0.0,T
1733874,1414153372,758032744,2026-07-01,Kairouan 1,1055.2558197050732,0.0,N
1113538,1400921674,758032745,2026-07-03,Sfax 5,68.25053327974774,0.0,N
1814014,1415407360,758032749,2026-06-01,Béja,1075.723869292361,0.0,N
14132692,1415481092,758032752,2026-07-03,Enfidha,65.89761028843479,0.0,N
935756,1401018080,758032755,2026-07-04,Ariana,44.51726589791944,0.0,N
1553786,1415547340,758032758,2026-01-27,Kairouan 2,2564.19358827712,269.14489751754417,N
1593196,1401793412,758032765,2026-07-03,Bizerte,87.97724673076328,0.0,N
1349596,1401353930,758032767,2026-07-03,Menzel Bourguiba,89.10378087612453,0.0,N
1379794,1401795952,758032775,2026-07-03,Ghardimaou,111.2931647447986,0.0,N
1127114,1401675734,758032776,2026-07-03,Bab Benat,89.03453179583887,0.0,N
1778732,1414132114,758032782,2026-07-04,Gabès 4,76.85349491452067,0.0,N
773952,1401296952,758032789,2026-07-02,Béja,139.11645593099826,0.0,N
1327892,1401527892,758032791,2025-08-03,Raoued,3313.7054440906422,2822.518317000031,T
1746994,1401932916,758032793,2025-08-07,Raoued,3973.9583268927568,189.96197483537887,N
1278700,1401353386,758032800,2026-04-28,Chebba,3901.2659597489724,24.909574303644852,N
1617572,1401949548,758032806,2026-06-27,Beni Khalled,160.75679352026464,0.0,N
1566992,1414127470,758032809,2026-06-16,Djerba 2,1318.4542616007668,0.0,N
817096,1401355932,758032811,2026-06-21,Ezzahrouni,139.11645593099826,0.0,N
1551592,1401713518,758032815,2026-01-25,El Jem,333.7524345379788,0.0,N
1792132,1414158134,758032820,2025-08-02,Kelibia,3416.3217609051844,0.0,N
1287214,1401487214,758032821,2026-03-18,La Marsa,195.69048134293755,0.0,N
1779066,1414133114,758032824,2026-07-04,Sousse 2,128.59492379509692,0.0,N
1513378,1401751292,758032829,2026-07-03,Zarzis 1,100.16384827031874,0.0,N
1314726,1401217112,758032836,2026-07-04,Bizerte,83.46987355859895,0.0,N
1760892,1414097970,758032837,2026-06-20,Sfax 4,200.9459919003308,0.0,N
1355140,1401293910,758032838,2026-06-15,Testour,262.77552786966334,0.0,N
1095550,1414195214,758032840,2026-06-01,Bizerte,61.829535969332554,0.0,N
1373346,1401933958,758032841,2026-06-29,Jendouba,700.6046928617801,0.0,N
1511216,1401735540,758032843,2026-07-04,Gabès 4,111.2931647447986,0.0,N
1348978,1401548978,758032845,2026-07-02,Mahdia,216.40337589266395,0.0,N
1807136,1414193556,758032847,2026-06-14,Gabès 1,139.11645593099826,0.0,N
1815394,1415557366,758032852,2026-06-23,Djerba 1,60.28379757009924,0.0,N
14147472,1415529272,758032854,2026-06-25,Béja II,2689.863047577828,0.0,T
1531128,1401758180,758032859,2026-06-09,Jendouba,113.72151976999413,0.0,N
14147308,1415529670,758032861,2026-06-14,Sousse 3,147.42294494079823,0.0,N
1350732,1415553550,758032863,2026-07-04,Djerba 2,40.278232911862,0.0,N
1389736,1401541954,758032864,2026-06-21,Zarzis 1,148.08142949887161,0.0,N
1735414,1414129330,758032869,2026-06-20,Mahdia,444.4746035181006,0.0,N
14017154,1415551954,758032870,2026-06-12,Enfidha,1456.7901196401522,0.0,N
1395748,1401959952,758032873,2026-07-03,Ezzahrouni,432.6212631774199,0.0,N
1212710,1401979388,758032875,2026-06-10,Sousse 3,371.3188240022259,0.0,N
1589538,1401779348,758032880,2026-05-14,Ghardimaou,355.51952267598233,0.0,N
1075492,1400958994,758032883,2026-07-04,Béja,123.65907193866511,0.0,N
1547712,1415478810,758032887,2026-06-16,Beni Khalled,330.6059294524995,0.0,N
1476786,1401577816,758032890,2026-06-15,Kairouan 2,53.46585463876094,0.0,N
1517868,1401153126,758032894,2026-07-05,La Marsa,189.43766037035894,0.0,N
769398,1401291008,758032896,2026-07-01,Béja II,84.13794169474758,0.0,N
1572074,1400172074,758032900,2026-07-05,Mutuelleville,60.29832751105203,0.0,N
1576952,1400176952,758032905,2026-07-04,Zarzis 1,89.03422264815903,0.0,N
1132974,1400957880,758032911,2026-06-23,Gabès 4,667.1515132778928,0.0,N
1515060,1401729336,758032917,2026-06-14,Djerba 2,319.2351686400594,0.0,N
1471550,1401566134,758032918,2025-09-30,Beni Khalled,234.36485609175506,0.0,N
14007120,1415413612,758032924,2026-07-05,Testour,516.0911367360188,0.0,T
1775598,1414127012,758032927,2026-07-06,Gabès 2,99.32914953473275,0.0,N
1760994,1414113952,758032933,2026-07-05,Ariana,1320.5227687266208,0.0,N
1479094,1414018674,758032934,2026-07-04,Menzel Bourguiba,57.65016848548552,0.0,N
1617356,1401947338,758032935,2025-09-19,Sfax 4,258.80514421739264,0.0,N
1375492,1401753328,758032937,2026-06-16,Béja II,785.1578198905618,0.0,N
860134,1414181338,758032940,2026-06-04,Ghardimaou,94.13546851330881,0.0,T
1350950,1401359418,758032948,2026-07-05,El Jem,334.7760225059511,0.0,N
1534870,1401693788,758032950,2026-05-30,Menzel Bourguiba,712.8203542832412,0.0,N
1352612,1401552612,758032954,2026-06-26,Bizerte,667.4498407889449,0.0,N
1693756,1414061552,758032961,2025-10-21,Ghardimaou,326.11123133520886,0.0,N
1615594,1414097530,758032963,2025-11-06,Kairouan 1,58.61440009892726,0.0,N
1593356,1414099734,758032964,2026-07-05,Zarzis 1,111.2931647447986,0.0,N
1717486,1414013532,758032965,2025-10-24,Djerba 2,355.5198318236622,0.0,N
14153408,1415533394,758032966,2026-06-25,Lac II,1809.4107645222123,0.0,N
871130,1400614938,758032967,2025-11-11,Lac II,235.6484372584784,0.0,N
1690746,1401973148,758032968,2025-10-28,Lafayette,58.386867406560114,0.0,N
1016870,1401907612,758032972,2025-10-14,Gabès 4,77.28691996166569,0.0,N
1117534,1400929526,758032976,2026-06-07,Medjez El Bab,368.9340587998887,0.0,N
1699676,1401981936,758032977,2025-10-25,Kairouan 2,436.6760441462887,0.0,N
1719412,1414019552,758032982,2025-11-02,Hammamet 2,58.738059170865924,0.0,N
1615546,1401952694,758032985,2025-09-21,Ariana,279.4076730454138,0.0,N
1487816,1401315572,758032987,2026-07-06,Lac II,62.61662596222216,0.0,N
675372,1414134918,758032988,2026-07-04,Soukra,485.3615482115807,0.0,N
1774066,1414133468,758032997,2026-07-06,Ettadhamen,6.643274492224936,0.0,N
1373352,1414131300,758033001,2026-07-06,Bardo,80.68754443997898,0.0,N
1129194,1400818940,758033002,2025-09-24,Jendouba,200.9459919003308,0.0,N
1700918,1401993496,758033003,2026-07-06,Enfidha,186.4157417998578,0.0,N
1775966,1414115934,758033005,2026-07-05,Gabès 1,4147.488484248926,0.0,N
1755736,1401861556,758033014,2026-06-28,Mahdia,271.56923362290166,0.0,N
1267794,1401213534,758033023,2026-06-06,Medjez El Bab,435.91925062602405,0.0,N
1329788,1415407548,758033027,2026-07-06,Zarzis 1,89.03422264815903,0.0,N
1295780,1401499792,758033029,2026-06-09,Djerba 1,7037.37904597026,0.0,N
14149352,1415535152,758033031,2026-06-06,Djerba 1,58.738059170865924,0.0,N
991336,1400753594,758033034,2026-07-05,Medjez El Bab,207.29804927814018,0.0,N
1510952,1414195594,758033036,2026-07-06,Bizerte,114.26716542492349,0.0,N
1567392,1415479536,758033037,2026-07-06,Bizerte,63.993569728259196,0.0,N
1738914,1401912100,758033038,2026-06-06,Sfax 5,1073.3928957863172,0.0,N
1333378,1401327712,758033042,2026-07-05,Mahdia,55.64256345256129,0.0,N
14149348,1415534792,758033046,2026-07-06,Jendouba,2514.582805206047,0.0,N
1333378,1401335332,758033047,2026-07-06,Ariana,109.2367143784586,0.0,N
1355550,1401607738,758033050,2026-07-06,La Marsa,61.04430086252203,0.0,N
1739492,1414087286,758033053,2026-06-06,Ariana,1583.0389216928927,0.0,N
1533332,1401669332,758033057,2026-06-07,Bizerte,1214.8978266918107,0.0,N
1370160,1401391296,758033059,2026-06-14,Sfax 2,123.65907193866511,0.0,N
671898,1401953952,758033060,2026-05-22,Soukra,77.28691996166569,0.0,N
1555320,1401700158,758033063,2026-07-06,Zarzis 1,61.829535969332554,0.0,N
1741558,1401953332,758033064,2025-12-07,Mahdia,5324.843725847838,96.2447831329026,N
980938,1401111410,758033067,2026-07-04,Menzel Bourguiba,97.38182829937863,0.0,N
1206790,1401406790,758033071,2026-07-06,Chebba,60.827279191269675,0.0,N
14121320,1415475526,758033074,2026-07-04,Gabès 2,70.89343679475687,0.0,N
793408,1401759192,758033089,2026-07-07,Raoued,82.11395183479148,0.0,N
14008112,1415415554,758033092,2025-11-14,Sousse 2,3194.292515534671,221.7893467709525,N
1473556,1401555346,758033093,2026-07-07,El Jem,111.2931647447986,0.0,N
1755754,1401861516,758033095,2025-10-26,Chebba,102.05645036634,21.602621572325102,N
1495472,1401973606,758033100,2026-07-06,Ghardimaou,186.848857699323,0.0,N
1355512,1401372758,758033101,2026-06-15,Zarzis 1,58.738059170865924,0.0,N
1793574,1414159314,758033104,2026-02-16,Soliman,3024.6910068939933,51.32840758030111,N
1737578,1401899206,758033107,2026-06-07,Ezzahrouni,35.10371904658856,0.0,N
1749938,1414077610,758033108,2026-07-07,Sahloul,2874.5475623705447,0.0,N
1777552,1414131548,758033109,2026-06-13,L'Aouina,31.17105141125916,0.0,N
1692078,1401967758,758033110,2026-06-16,Djerba 2,157.6538782576437,0.0,T
1351012,1401551012,758033112,2026-06-13,Lac II,182.92330046063006,0.0,N
1155368,1401755146,758033114,2026-06-11,Djerba 2,61.829535969332554,0.0,N
1499350,1401972980,758033115,2026-06-30,Gabès 3,145.2994095279315,0.0,N
1340748,1401493778,758033116,2026-06-15,Sousse 3,1933.1771107057843,0.0,N
934670,1415415952,758033118,2026-06-12,Menzel Bourguiba,1238.3071073051597,0.0,N
1734866,1415553552,758033119,2026-06-14,Mutuelleville,106.99601199492999,0.0,N
1011970,1400959894,758033121,2026-06-15,Soukra,139.76566605867623,0.0,N
1777476,1414130114,758033125,2026-07-05,El Jem,43.58240331406313,0.0,N
1521128,1414073212,758033127,2026-07-07,Medjez El Bab,84.1373233993879,0.0,N
971386,1400721872,758033128,2026-05-01,Ain Zaghouan,78.04000370977217,0.0,N
1397512,1401555346,758033130,2026-06-10,Ghardimaou,87.33421955668223,0.0,N
1691614,1401966974,758033136,2026-06-03,Nabeul 2,389.8114199152936,0.0,N
1807530,1414195120,758033137,2025-09-30,Gabès 1,121.15528487958699,0.0,N
1813672,1414194696,758033138,2026-03-24,Sfax 2,869.3501715769623,0.0,T
1312758,1415532752,758033139,2026-07-07,La Goulette,144.57538566173062,0.0,N
921316,1401768734,758033146,2026-07-07,Soukra,105.65863913191332,0.0,N
1729334,1414193714,758033152,2026-07-06,El Jem,25.040962067579684,0.0,N
1075492,1400958994,758033153,2026-07-02,Béja,123.65907193866511,0.0,N
1781098,1414137274,758033154,2026-06-12,Lac II,155.03756144310137,0.0,N
1720088,1414140936,758033156,2026-06-11,Testour,601.6013849816057,0.0,N
1732678,1401877154,758033160,2025-12-25,Zarzis 1,2717.1722261724426,198.09039478158718,N
1517378,1414097132,758033162,2026-07-07,Béja,97.38151915169877,0.0,N
1791596,1414154952,758033163,2026-04-10,Ezzouhour,992.6731999876341,0.0,N
1573276,1401751206,758033167,2026-06-20,Jemmal,774.6600921260086,0.0,N
1769578,1414112732,758033168,2026-07-07,Ettadhamen,114.38464154326522,0.0,N
1286866,1401201672,758033169,2026-07-06,Mutuelleville,136.1195783225647,0.0,N
1292186,1401355936,758033170,2025-10-21,Testour,1079.7251677126164,115.13061489473522,N
1749492,1414076960,758033182,2026-06-19,Zarzis 1,950.4831978236003,0.0,N
1075328,1401549208,758033183,2026-06-22,Djerba 2,55.6465823723993,0.0,N
14016870,1415551536,758033190,2026-06-14,Teboulba,216.40337589266395,0.0,N
921754,1401372198,758033193,2026-06-30,Bizerte,1277.6495501901259,0.0,N
1019814,1401355312,758033195,2025-09-07,Gabès 1,123.65907193866511,0.0,N
933348,1400675552,758033202,2026-07-05,Djerba 1,84.1373233993879,0.0,N
1559534,1414075538,758033203,2026-04-11,Zarzis 1,107.73178347296505,0.0,N
14155980,1415532994,758033204,2026-07-06,Sfax 1,44.68358734967694,0.0,N
1735756,1414173260,758033205,2025-12-11,Gabès 1,154.57383992333138,0.0,N
1375410,1414134810,758033206,2026-06-10,Djerba 2,200.66621325006957,0.0,N
1486748,1414075548,758033210,2026-07-01,Sfax 4,519.2336229016602,0.0,N
1486748,1414075548,758033210,2026-07-01,Sfax 4,292.51306148947356,0.0,N
14009548,1415415972,758033212,2026-06-26,Sfax 4,391.832627446131,0.0,N
1553574,1414079138,758033213,2026-07-06,Sfax 4,63.1449593470801,0.0,N
1557530,1401500968,758033215,2026-06-24,Gabès 2,92.74430395399882,0.0,N
1809372,1414193494,758033216,2026-06-28,Hammamet 2,340.06244783132905,0.0,N
1553588,1400153588,758033758,2026-06-28,Djerba 2,581.0065848455807,0.0,N
1531596,1401733732,758033221,2026-06-21,Sfax 2,708.7754660401274,0.0,T
1591172,1414130754,758033226,2026-06-19,Gabès 1,337.76238909326986,0.0,N
1759210,1401873730,758033227,2026-07-06,Zarzis 1,123.65907193866511,0.0,N
1594130,1401766612,758033230,2026-06-24,Ariana,136.02497913253163,0.0,T
